function,module,description,startLine,endBoundaryLine,bodyBoundarySha256,callOccurrences,if,else,switch,case,for,while,catch,return,throw,ternaryTokensApprox,calls
graphAdd,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1116,1116,e9cc15c1a0650d8efd89976f4e0a102868a55a1b0323ceb5028281a7e20466f2,0,2,0,0,0,0,0,0,0,0,0,
graphShortest,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1117,1117,837ca42fa998392c9428efc10228f8a695ad8e5e14ab86f3017bb59e4152d0e0,0,6,0,0,0,2,2,0,2,0,4,
buildRoutePoints,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1118,1129,7307c6bc3b7b996ef054393a91e6dce0c594d733c3399609abfea2de89a8c3c5,10,4,0,0,0,2,0,0,3,0,4,compactRoute | graphAdd | graphShortest | nearestRoadProjection
routeProgressInfo,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1130,1130,d540f23024f3941ff8f3cbf28f74b8a2429dc297ed963339f20f9e0b349bf2ef,2,2,0,0,0,1,0,0,2,0,5,projectPointToSegment | routeLength
remainingRoute,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1131,1131,3e1320a9a61c6b062032cf2f1d5b6f5a67a4f4092d18ff64dc66608fe83d8a87,2,0,0,0,0,0,0,0,1,0,0,compactRoute | routeProgressInfo
sampleRoute,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1132,1132,d68712875d0352d8ac25d46590a26960e7aa81265745bd9fadb02bab2635da76,0,0,0,0,0,2,0,0,1,0,0,
createRouteGuide,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1133,1133,c480ef3afb3dbf41f31ebce684a17863f086ea398910a96a3677f7fe3c0267dc,1,1,0,0,0,1,0,0,1,0,0,mat
updateRouteGuide,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1134,1134,dfdb4f9063dd582335fa7a66b62aa6f58ea161d326a1a6f03ad1183814d96205,6,3,0,0,0,0,0,0,2,0,1,buildRoutePoints | createRouteGuide | groundHeightAt | remainingRoute | routeProgressInfo | sampleRoute
miniPoint,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1135,1135,0b0fa9c64553a2818420ae2d32ebd492d6f6ff828bab78b674260da892282ce3,0,0,0,0,0,0,0,0,1,0,0,
drawMiniMap,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1136,1136,d2651d7e82cc0b2dbf3a9dce6f38a2c3b08bfbdfd876c8fa5a74c220a78877bf,7,3,0,0,0,1,0,0,1,0,9,miniPoint | remainingRoute
updateNavigation,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1137,1137,c8ec2e6192c62ca34db203ebabe28e9c13ee73b520f9d48759e9a38f39a0344c,6,4,1,0,0,0,0,0,2,0,5,beep | drawMiniMap | routeProgressInfo | saveState | toast | updateRouteGuide
routeSvgMarkup,07-navigation-traffic-routes.js,"Rotas, trânsito, grafo, GPS e minimapa",1138,1200,41c24ef1f951fad5d831203fa5ccdec7867afb659db1561e60ad5eed6316a16e,2,0,0,0,0,0,0,0,1,0,0,playerDisplayName | worldToMap
mapLocationDetails,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1201,1201,74a5d295f6ef96fd82f8ed226c3d89c66c604fb0581e00fd196d2ea0036c7c05,0,0,0,0,0,0,0,0,1,0,0,
worldToMap,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1202,1202,d464aca0b99cae39431872c7348c29ffa5c54952121116e19f23656a4557e85c,0,0,0,0,0,0,0,0,1,0,0,
mapDistance,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1203,1204,efe7e7b0451dc475a93f908c518665d2e9372daa1f32a3640b31d6e665eb8095,0,0,0,0,0,0,0,0,1,0,4,
mapMarkerPlacements,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1205,1240,8223c9dbc693ff1831de5b30e25294436d72aa0ff96384a5db1deded87d86f4d,1,5,2,0,0,4,0,0,4,0,13,worldToMap
applyMapMarkerPlacements,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1241,1248,f78c2b56818686bdefbc696cda33067540093c948dfcc9873a49ccdaa015c60e,0,1,0,0,0,0,0,0,1,0,3,
mapSelectionMarkup,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1249,1252,446945bc4df834dd35c33e14bfe107a2136f5c60f70b0490ae936455f3ed17ae,2,1,0,0,0,0,0,0,2,0,0,mapDistance | mapLocationDetails
setWaypoint,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1253,1257,2f192f55ab4862a7a0341240c4abf234b7bf2d06ec27e89882acd621afbc3e8b,6,1,0,0,0,0,0,0,1,0,4,buildRoutePoints | closeModal | saveState | toast | updateNavigation | updateWaypointMarker
clearWaypoint,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1258,1258,f3c7a1f7b0b7ab9a0340535b332cead10fb0545383685af0e77386acc2dd24cd,5,0,0,0,0,0,0,0,0,0,0,closeModal | saveState | toast | updateNavigation | updateWaypointMarker
openMap,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1259,1277,d07a26e4a472a693c0a1e3e6d8a53371586917485b75fc1a79fa132216b66337,14,2,0,0,0,0,0,0,3,0,13,applyMapMarkerPlacements | buildRoutePoints | mapDistance | mapMarkerPlacements | mapSelectionMarkup | openModal | routeProgressInfo | routeSvgMarkup | setWaypoint | worldToMap
refreshOpenMapAfterResize,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1278,1280,de65befdfed1c4843c6f6274dfdbb9ce856df2cee05c9df78d078369a67d9e2e,1,2,0,0,0,0,0,0,1,0,0,openMap
performLocalReset,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1281,1283,7ea1b093c6d20b0154861c6d5f53327ca6bac14e59208c1f00dd1ebafdca3033,0,0,0,0,0,0,0,0,1,0,4,
openFinalResetConfirmation,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1284,1289,c93eadedff3c2720dc0496dd1082719a7c3bf09ae6396db7e251c5e7d10e14b8,5,3,0,0,0,0,0,0,2,0,1,commitState | confirmModal | openModal | openParentTools | performLocalReset
openParentTools,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1290,1297,ac6dd46d3c86c554abff515155d472b6d2612f4eca80ab9b484fc8fd97553281,6,2,0,0,0,0,0,1,2,0,3,confirmModal | normalizeState | openFinalResetConfirmation | openModal | openSettings | toast
openParentGate,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1298,1308,ed4a8afabb125093f0698d27accc5f39432d41ec5763a6b59fc139a6a3323e5d,7,5,0,0,0,0,0,0,3,0,5,accountLinked | openModal | openParentTools | openSettings
openSettings,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1309,1359,c7bf81d9a9a1b7ffc5679bc0cc352418c927c580318873cf9d258757b55b9ed9,28,11,6,0,0,0,0,0,0,0,12,accountStatusText | applyQuality | closeChallengePrompt | closeModal | commitState | hasValidPlayerName | multiplayerStatusText | openAccountCenter | openEducationHub | openModal | openParentGate | openPlayerNameModal | qualityLabel | qualityTier | requestedQuality | returnHome | savePlayerPosition | saveState | stopGame | toast
syncMobilePanels,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1360,1408,1018bae533ef51636a97c9b90f39edd5c0e2700a604a9df67c37ab3e85d1d4d5,4,16,0,0,0,0,0,1,1,2,5,openObjectivesPanel | saveState
otthiGameModelUrl,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1409,1412,f7c7a2f93c24b7f370878a3d4b098216513f22042b849862c939472063b32544,0,0,0,0,0,0,0,0,1,0,0,
androidSceneViewerUrl,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1413,1422,cab02aabd5229fb88a788ea44abbf8bdf2d20757ece3f8b267735909b0c5502e,1,0,0,0,0,0,0,0,1,0,0,otthiGameModelUrl
isAndroidDevice,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1423,1426,678de1182e5967fe30b5c3b7f13a9490a40a04cf4abd60ada3ce860df2e16fcf,0,0,0,0,0,0,0,0,1,0,0,
openAndroidSceneViewer,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1427,1467,c1b13bf07b503b33212b3238307398fa7d061bd849eefa2145beb6bc3bb62e02,5,5,0,0,0,0,0,2,4,0,3,androidSceneViewerUrl | isAndroidDevice | openModal | toast
detectStableAutoTier,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1468,1487,3fb386a76806d4faa90d797e83ef8bf10cc014e7822ede70c2c7a67352dbf9ad,0,2,0,0,0,0,0,0,3,0,1,
vehiclePlayerMode,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1488,1494,1792c94b6399f34da58d2cf3f75dd256e5182d19eb4c34a3127f964307300a55,0,3,0,0,0,0,0,0,4,0,3,
derivePlayerMode,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1495,1505,d8b5fd0b569697623a12545bb257179feff1ae20eec0f4969575d01672d2901e,1,8,0,0,0,0,0,0,9,0,4,vehiclePlayerMode
auditPlayerMode,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1506,1521,8fc05ff193a13d267dcca489ab4a80df78c788a169cea00720dbe0951944e714,1,7,0,0,0,0,0,0,1,0,2,derivePlayerMode
isOnFootMode,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1522,1522,fc72998dbfc289b88836e1c46012dbc2f27f9b020ef22bcd147031f3605902e9,1,0,0,0,0,0,0,0,1,0,0,derivePlayerMode
canEnterMobility,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1523,1527,fc74d45ff2a96e8cacfe43b03834e04395ec3f86192e500a3904aec726155c6c,2,1,0,0,0,0,0,0,2,0,0,auditPlayerMode | isOnFootMode
cameraRelativeVector,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1528,1532,d12be657afc2fa5132e5aa2b603d44ad5d7db4f9a464ef9c511c0da48c6bbe95,0,0,0,0,0,0,0,0,1,0,2,
normalizeControlIntent,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1533,1540,044d373a30c759a4f15e259bfcb02422dd5aecb14192afd8cf8100e0004848af,2,2,0,0,0,0,0,0,3,0,3,cameraRelativeVector | derivePlayerMode
requestedQuality,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1541,1541,d6cbed7d979eac236dc2a09405936853236e88b0ace9911cd864446a1866466d,0,0,0,0,0,0,0,0,1,0,1,
qualityLabel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1542,1542,09565c1bdd89c30d33b5cf9a1b837c8c9fbdfa0a25b2b125628848b220922963,4,0,0,0,0,0,0,0,1,0,4,qualityTier | requestedQuality
qualityTier,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1543,1543,4da09946d0c2be9f662b972f4487eaca4f96ea130cc180ca8064e0a52fe9d7ec,1,0,0,0,0,0,0,0,1,0,2,requestedQuality
targetDpr,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1544,1549,a918b70208511048bc05efb18889aae41dc22b82662a7a268afa713e0b76816e,1,2,0,0,0,0,0,0,3,0,3,qualityTier
applyAdaptiveRenderSettings,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1550,1558,96f45934a3e9dde1a8a7bf14071df12bc4b0bbc4deb55e59fe11e2c1a1ec6cc8,3,4,0,0,0,0,0,0,1,0,5,qualityTier | scheduleStableResize | targetDpr
samplePerformance,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1559,1578,248858d88334f422d014cf624e048900517c00567ca0d4c8b7fa5d587122454a,7,6,2,0,0,0,0,0,2,0,7,applyAdaptiveRenderSettings | lockStableSceneVisibility | requestedQuality | saveState | toast
lockStableSceneVisibility,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1579,1585,aa6a9a3cc7146442a1f4815d91b8263c0f4462908d0910fe0a0776531498abc3,3,4,0,0,0,3,0,0,0,0,4,qualityTier
freezeWorldFrustumCulling,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1586,1600,37bb43dc6750c8bfe27e25925676095554ee86c5686ce7fefeeb395eeaf54d7b,0,4,1,0,0,0,0,1,2,0,3,
updateVisualLOD,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1601,1608,aac85c6145b813251274da6e2957ff381360dd2595e387e7126ff6a7cef4d976,0,2,0,0,0,1,0,0,1,0,0,
pwaInstalled,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1609,1609,8c49a1e05e1b0af685b5d6910e282829fcf633a1b23627a9f4babfa3c63efa94,0,0,0,0,0,0,0,0,1,0,0,
activeVehicleCount,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1610,1610,fa30c1c01b737aa69666712d7253fe7c4e85ee61349239649817441c3e5cc59f,0,0,0,0,0,0,0,0,1,0,10,
runtimeDiagnostics,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1611,1614,9d6d73c821162ebb5688bbff79495da1d4a9de892b6bd9cb870a5120c8578346,3,0,0,0,0,0,0,0,1,0,8,activeVehicleCount | auditPlayerMode | pwaInstalled
ensureTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1615,1617,6be0ea4968930800f444a7b88b4bd25dfa2816c07a479e4bd749cd46c6157ff8,1,1,0,0,0,0,0,0,2,0,0,toggleTechnicalPanel
refreshTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1618,1618,ae019e6d3e91561316ef448deb8cb1e3156a50cbbd67b207edfe84df3dd41b3e,3,1,0,0,0,0,0,0,1,0,8,ensureTechnicalPanel | qualityTier | runtimeDiagnostics
toggleTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1619,1619,fbf79cd28092fa353c51ad6219dbf8350adb74ff343bab827a3febf77f8b7eb7,2,1,0,0,0,0,0,0,0,0,1,ensureTechnicalPanel | refreshTechnicalPanel
initTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1620,1624,fd6a9e8bc7593964217103c68f588e372dbf92f904ec3e3470da2be2a1387121,2,2,0,0,0,0,0,0,0,0,1,toggleTechnicalPanel
playerScaleValue,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1625,1627,5815e7ad5d228b3f24130b5bb6d4f980eaf2f6920c925f201626ff675cb7436c,0,0,0,0,0,0,0,0,1,0,2,
skillReady,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1628,1628,f651222a6039695ce52bee0344619aa208807ea4001fc3d654915974f09c2352,1,1,0,0,0,0,0,0,2,0,0,toast
recordAdvancedSkill,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1629,1634,98c9968c6d57e9f3d5b3038eb4cfd1c6e6e80d7826115b803c296d7b6746ba78,4,0,0,0,0,1,0,0,0,0,0,advanceAdventure | saveState | trackDaily | updateAbilityUI
collectCrystal,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1635,1637,c7a44894ae68393f9c648afb9cff6cd3959ef778339412ae131f1f3077af1c13,9,1,0,0,0,0,0,0,2,0,0,addCoins | addXP | beep | checkActiveJob | evaluateMissions | saveState | toast | trackDaily | vibrate
syncPlayerRootScale,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1638,1647,4cb830f8f6d798486f0df2bf8ed1bba2ca700da510f10b175ea996908c0a557d,1,2,0,0,0,0,0,0,2,0,1,playerScaleValue
setScaleMode,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1648,1667,f523f3eeba32415214dfe3eb3def188fe0453c38ae9f1d3aa1e85f3b0d893775,21,10,2,0,0,2,0,0,7,0,2,beep | damageEnemy | recordAdvancedSkill | saveState | skillReady | spawnDust | toast | trackDaily | updateAbilityUI | vibrate
toggleCrouch,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1668,1677,1ef8bb44a84c7198d5712ff67b784ece34b6c1e70db886f7c2033db2fc0acb21,11,3,0,0,0,0,0,0,3,0,2,beep | playerDisplayName | recordAdvancedSkill | saveState | skillReady | toast | updateAbilityUI
spinPlayer,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1678,1684,79e944e72f906c16eedbed0924de0d7d20997e73577a48a0520023ad26fcd82c,7,3,0,0,0,2,0,0,1,0,1,addXP | beep | collectCrystal | damageEnemy | recordAdvancedSkill | skillReady | toast
updateAbilityUI,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1685,1691,97454a6906495269794f04008b301ee806151c1df0793f76dfbfd9ea2f436762,0,2,0,0,0,2,0,0,0,0,11,
canvasTexture,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1692,1728,6b8c319eeaebeb46ff42aed9ac4b1acb0a9b09dad72f82d7df7cd5b275ab5746,0,11,9,0,0,24,0,0,2,0,8,
professionalTexture,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1729,1734,c6a67e986ad587bcf0e755b38f5de122f5ca0b80a4858d4489d686d1eb8809ff,1,1,1,0,0,0,0,0,1,0,6,canvasTexture
initMaterials,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1735,1780,bef9ea03910683a6b7d4a9470b72ffff01535b759cee72c72f663c9d3061db60,23,0,0,0,0,0,0,0,0,0,0,canvasTexture | professionalTexture
mat,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1781,1786,83ef3a7b4384e05d4506c2cf94cf7f3a7ab67dd686e222145d81e8330b90d45f,0,0,0,0,0,0,0,0,1,0,12,
geometryKey,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1787,1787,8e425407cc95b9403e59cd02664269b57db099940bd81deaecb992a5c8466ec5,0,0,0,0,0,0,0,0,1,0,0,
sharedBoxGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1788,1792,6b2bc99f53de1d3663a52f4a30358711d3f267142ae2398c4a9a078d17ce30af,1,1,0,0,0,0,0,0,1,0,0,geometryKey
sharedCylinderGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1793,1797,b5cae645dd52bfb65ce5a7983d0f2003fd42385869b90c1492a45c32ef1a4c9b,1,1,0,0,0,0,0,0,1,0,0,geometryKey
renderMat,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1798,1803,90664c4a09044bc99752c7833f21e4e6af9a00a8e9363999b38dc4f695de8bc1,1,1,0,0,0,0,0,0,1,0,13,mat
tintedBrickMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1804,1806,4e74e5600ba4998a2bc55eddd2bd1309f646d8b0d03a64e5cdbe022debfee259,0,0,0,0,0,0,0,0,1,0,0,
texturedRoofMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1807,1809,ada482881850c4643078291578c69818bdb7692440d46dfa8b225318352dc084,0,1,0,0,0,0,0,0,1,0,0,
addSoftHighlight,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1810,1814,2bd8698893616d5bee850a560d9881a076690734094ee9395f96a83d815838ed,1,0,0,0,0,0,0,0,1,0,0,sharedBoxGeometry
box,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1815,1819,864a29c5a4f0beb52f5d9a10e4747aa058b82b2073c19554876a2a6ee2b95d06,2,0,0,0,0,0,0,0,1,0,1,mat | sharedBoxGeometry
stabilizeSurface,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1820,1820,063e5c2d7aea4e6483624866ae0a9bf1783652ff65e090e0c46d45126a726f31,0,1,0,0,0,0,0,0,2,0,0,
stableBox,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1821,1821,d17297ba89d597581799aeaa3dc6ae21344cd0076828e8ebbaf2e0b6e1082ca1,2,0,0,0,0,0,0,0,1,0,0,box | stabilizeSurface
cylinder,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1822,1826,0bafae1dab71e7525d92556f3e7a0c2fcb8384965eea1f88aab6d68f4c70ba12,2,0,0,0,0,0,0,0,1,0,1,mat | sharedCylinderGeometry
addGlow,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1827,1830,5eb86b0da8ba35e4dd6dec6244ca13af4e9ff9ce85ec5db0b84ab599265b5119,0,0,0,0,0,0,0,0,1,0,0,
addVoxelOutline,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1831,1835,d75a9f47498964220423969b6d87a1d1ee84689d3ba08751dff403cc4fa63d8e,0,1,0,0,0,0,0,0,2,0,2,
premiumBox,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1836,1838,3356005ccb5b35e1281f40a57cba8e37dbed53e869098e76a89b48a9b374af7a,2,0,0,0,0,0,0,0,1,0,0,addVoxelOutline | box
premiumCylinder,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1839,1841,0c65c975b63682e41a467880ad98217511ed22dd47434f339435cd6ab3c7fa25,2,0,0,0,0,0,0,0,1,0,0,addVoxelOutline | cylinder
makeWindow,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1842,1845,96c8320748e636c8b64af95a7c88d276335404ff9bbb7154a288cabdbed7cad8,5,0,0,0,0,0,0,0,1,0,0,mat | premiumBox
makePlanter,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1846,1849,50113dc7096c7fb694ec333c49bd6157dbea7e0c43ef38e079e0ff99780c80bb,3,0,0,0,0,1,0,0,1,0,0,premiumBox
createPlayerModel,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1850,1911,1dfcae7153e81b3edf2b179be023e1bb7e9db52bcbb364f98542a742a53fcaca,62,3,0,0,0,2,0,0,0,0,0,addSoftHighlight | addVoxelOutline | box | mat | multiplayerNameTexture | playerDisplayName | refreshEquippedToolVisual | renderMat | sharedCylinderGeometry
loadFaithfulAthosModel,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1912,1917,966f26f1bd778482cd03feafa29cb2763938b0fe54313dfbebb26eff4dcf6374,0,0,0,0,0,0,0,0,1,0,0,
clearAvatarLayer,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1918,1923,a41523c69b2d853fc1caf1a88006c76f18919bbe0a00da5d85269d080223ef27,0,1,0,0,0,0,0,0,0,0,1,
applyAvatarCustomization,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1924,1955,bd5dabe92b869931b3593035433a6f7d974f7908d06ded69c36b59c4578015b7,34,18,11,0,0,0,0,0,1,0,4,box | clearAvatarLayer | effectiveAvatarUniform | mat
registerCollider,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1956,1956,689be4fd2277be1abb76d9b25ef10f060c89dd01a11aecec2175dcf658521dd2,0,0,0,0,0,0,0,0,0,0,0,
registerPlatform,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1957,1957,32ed9ea829eef6af389184e521ba3b6396edbcdf1d565d2e4a2b3c24381d599c,0,0,0,0,0,0,0,0,0,0,0,
registerInteractable,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1958,1958,0c7bca287f32fbc1d7f2a296644c00a4ee4fc49229ea8f4ca84be1ac14695bce,0,0,0,0,0,0,0,0,1,0,0,
worldPos,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1959,1962,89b409add31953c989558e51d96c428151e07a25d43c01437987a6ea62d43e1c,0,1,0,0,0,0,0,0,2,0,0,
isInteractionAvailable,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",1963,1969,0bc9c4108f8b797886b772ec47fbd9fcb6a35d9a8189e5e1c32db6eae379c4c4,0,2,0,0,0,0,0,0,3,0,0,
ensureFlowerBatch,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",1970,1983,f5f027138c25b8037b8d0d5446a71c28c09e325c6b35c6eeebc679ffa0e3669b,4,2,0,0,0,0,0,0,1,0,0,renderMat | sharedBoxGeometry
createTree,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",1984,2002,787d3d516cae40bce814bf2b524e4f85330ca4e7acd5690f98dfe52bb01b6cdd,14,2,0,0,0,0,0,0,1,0,4,box | collectResource | registerInteractable | renderMat
createRock,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2003,2006,ce7eff8a0af14966339d8a4499500c78c1bee3b409ba84cbf6466a60272be465,2,1,0,0,0,0,0,0,1,0,0,collectResource | registerInteractable
createGoldFoundry,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2007,2014,c6708dcc4c186cd09e7e82c7e0305086d875a690bb590f44918610a525f83e16,13,0,0,0,0,0,0,0,1,0,0,premiumBox | registerCollider | registerInteractable | renderMat | signTexture | texturedRoofMaterial
createGoldMine,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2015,2028,e7b1ac3b0eba38871aa219d17900abd1999570c6bf84966c93305906b9460bd8,13,0,0,0,0,2,0,0,1,0,0,collectResource | createLamp | createSignpost | premiumBox | registerInteractable | renderMat
createVillageWell,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2029,2037,cd31b0e55f9453c734da0acc22877d7047122c95832aca3e2b327d2cef939e49,10,0,0,0,0,1,0,0,1,0,0,createSignpost | premiumBox | premiumCylinder | registerInteractable
