occurrence,module,functionBoundaryOwner,line,column,snippet
275,09-responsive-ar-quality-diagnostics.js,activeVehicleCount,1611,241,function activeVehicleCount(){return world.vehicles.filter(v=>v?.group?.visible!==false).length+world.buses.filter(v=>v?.group?.visible!==false).length+world.policeCars.filter(v=>v?.group?.visible!==false).length+world.fireTrucks.filter(v=>v?.group?.visible!==false).length+world.ambulances.filter(v=>v?.group?.visible!==false).length;}
276,09-responsive-ar-quality-diagnostics.js,activeVehicleCount,1611,302,function activeVehicleCount(){return world.vehicles.filter(v=>v?.group?.visible!==false).length+world.buses.filter(v=>v?.group?.visible!==false).length+world.policeCars.filter(v=>v?.group?.visible!==false).length+world.fireTrucks.filter(v=>v?.group?.visible!==false).length+world.ambulances.filter(v=>v?.group?.visible!==false).length;}
277,09-responsive-ar-quality-diagnostics.js,ensureTechnicalPanel,1617,1521,"if(technicalPanel)return technicalPanel;const style=document.createElement('style');style.id='otthosTechnicalPanelStyle';style.textContent='.otthos-tech-panel{position:fixed;z-index:100000;right:max(8px,env(safe-area-inset-right));top:max(8px,env(safe-area-inset-top));width:min(330px,calc(100vw - 16px));max-height:calc(100vh - 16px);overflow:auto;padding:12px;border:1px solid rgba(116,220,255,.65);border-radius:14px;background:rgba(4,13,25,.94);color:#eaf8ff;font:700 12px/1.45 ui-monospace,SFMono-Regular,Consolas,monospace;box-shadow:0 16px 45px rgba(0,0,0,.45);backdrop-filter:blur(10px)}.otthos-tech-panel[hidden]{display:none!important}.otthos-tech-panel header{display:flex;align-items:center;justify-content:space-between;gap:8px;margin-bottom:8px}.otthos-tech-panel h2{font:900 14px/1.2 system-ui,sans-serif;margin:0}.otthos-tech-panel button{border:0;border-radius:8px;background:#dff7ff;color:#082032;padding:5px 9px;font-weight:900}.otthos-tech-panel pre{white-space:pre-wrap;word-brea"
278,09-responsive-ar-quality-diagnostics.js,initTechnicalPanel,1622,44,"window.addEventListener('keydown',event=>{if(event.code==='F3'){event.preventDefault();toggleTechnicalPanel();}});"
279,09-responsive-ar-quality-diagnostics.js,initTechnicalPanel,1623,75,"document.querySelector('.brand-card')?.addEventListener('pointerup',()=>{technicalPanelTapCount++;clearTimeout(technicalPanelTapTimer);technicalPanelTapTimer=setTimeout(()=>technicalPanelTapCount=0,1400);if(technicalPanelTapCount>=5){technicalPanelTapCount=0;toggleTechnicalPanel();}});"
280,09-responsive-ar-quality-diagnostics.js,initTechnicalPanel,1623,176,"document.querySelector('.brand-card')?.addEventListener('pointerup',()=>{technicalPanelTapCount++;clearTimeout(technicalPanelTapTimer);technicalPanelTapTimer=setTimeout(()=>technicalPanelTapCount=0,1400);if(technicalPanelTapCount>=5){technicalPanelTapCount=0;toggleTechnicalPanel();}});"
281,10-player-skills.js,playerScaleValue,1627,34,"const skillButtons={miniDash:()=>els.miniBtn,superJump:()=>els.normalBtn,giantSlam:()=>els.giantBtn,stealth:()=>els.crouchBtn,magnetSpin:()=>els.spinBtn};"
282,10-player-skills.js,playerScaleValue,1627,60,"const skillButtons={miniDash:()=>els.miniBtn,superJump:()=>els.normalBtn,giantSlam:()=>els.giantBtn,stealth:()=>els.crouchBtn,magnetSpin:()=>els.spinBtn};"
283,10-player-skills.js,playerScaleValue,1627,88,"const skillButtons={miniDash:()=>els.miniBtn,superJump:()=>els.normalBtn,giantSlam:()=>els.giantBtn,stealth:()=>els.crouchBtn,magnetSpin:()=>els.spinBtn};"
284,10-player-skills.js,playerScaleValue,1627,113,"const skillButtons={miniDash:()=>els.miniBtn,superJump:()=>els.normalBtn,giantSlam:()=>els.giantBtn,stealth:()=>els.crouchBtn,magnetSpin:()=>els.spinBtn};"
285,10-player-skills.js,playerScaleValue,1627,142,"const skillButtons={miniDash:()=>els.miniBtn,superJump:()=>els.normalBtn,giantSlam:()=>els.giantBtn,stealth:()=>els.crouchBtn,magnetSpin:()=>els.spinBtn};"
286,11-render-materials-player-model.js,canvasTexture,1695,70,"let seed=[kind,...colors].join('|').split('').reduce((value,char)=>(value*31+char.charCodeAt(0))>>>0,2166136261);"
287,11-render-materials-player-model.js,canvasTexture,1696,18,const rand=()=>{seed^=seed<<13;seed^=seed>>>17;seed^=seed<<5;return(seed>>>0)/4294967296;};
288,11-render-materials-player-model.js,canvasTexture,1697,18,"const pick=()=>colors[1+Math.floor(rand()*Math.max(1,colors.length-1))]||colors[0];"
289,11-render-materials-player-model.js,professionalTexture,1731,27,"const configure=target=>{target.wrapS=target.wrapT=THREE.RepeatWrapping;target.repeat.set(repeatX,repeatY);target.magFilter=THREE.LinearFilter;target.minFilter=THREE.LinearMipmapLinearFilter;target.generateMipmaps=true;target.anisotropy=(renderer&&renderer.capabilities)?Math.min(12,renderer.capabilities.getMaxAnisotropy()):4;if('colorSpace' in target&&THREE.SRGBColorSpace)target.colorSpace=THREE.SRGBColorSpace;else target.encoding=THREE.sRGBEncoding;};configure(texture);"
290,11-render-materials-player-model.js,professionalTexture,1732,47,"new THREE.TextureLoader().load(path,loaded=>{texture.image=loaded.image;texture.name=path;texture.userData={source:path,status:'loaded',width:loaded.image?.naturalWidth||loaded.image?.width||0,height:loaded.image?.naturalHeight||loaded.image?.height||0};configure(texture);texture.needsUpdate=true;},undefined,error=>{texture.userData.error=String(error?.message||'load-failed');console.warn('[OTTHOS] Textura local indisponível; fallback mantido:',path);});"
291,11-render-materials-player-model.js,professionalTexture,1732,320,"new THREE.TextureLoader().load(path,loaded=>{texture.image=loaded.image;texture.name=path;texture.userData={source:path,status:'loaded',width:loaded.image?.naturalWidth||loaded.image?.width||0,height:loaded.image?.naturalHeight||loaded.image?.height||0};configure(texture);texture.needsUpdate=true;},undefined,error=>{texture.userData.error=String(error?.message||'load-failed');console.warn('[OTTHOS] Textura local indisponível; fallback mantido:',path);});"
292,11-render-materials-player-model.js,geometryKey,1787,54,function geometryKey(...values){return values.map(v=>Number(v).toFixed(3)).join('|');}
293,11-render-materials-player-model.js,createPlayerModel,1899,112,"[[-.84,.24,-.79,false],[.84,.24,-.79,false],[-.84,.24,.79,true],[.84,.24,.79,true]].forEach(([x,y,z,front])=>{"
294,11-render-materials-player-model.js,createPlayerModel,1905,27,"playerModel.traverse(o=>{if(o.isMesh)addVoxelOutline(o,0x0a1a2d,.4);});"
295,11-render-materials-player-model.js,createPlayerModel,1906,29,"vehicleVisual.traverse(o=>{if(o.isMesh)addVoxelOutline(o,0x14243a,.3);});"
296,11-render-materials-player-model.js,applyAvatarCustomization,1946,129,"else if (hat === 'crown') { box(.92,.25,.92,0xffd84d,0,3.32,0,avatarLayer); [[-.32,.22],[0,.34],[.32,.22]].forEach(([x,h])=>box(.18,h,.18,0xffd84d,x,3.48+h/2,0,avatarLayer)); }"
297,11-render-materials-player-model.js,applyAvatarCustomization,1952,27,avatarLayer.traverse(o=>{if(o.isMesh){o.castShadow=true;o.receiveShadow=true;}});
298,12-world-resources-nature.js,createTree,1999,128,"registerInteractable({id,type:'resource',icon:'🪓',label:'Cortar árvore com machado',x,z,radius:2.4,priority:135,action:()=>collectResource(id)});"
299,12-world-resources-nature.js,createRock,2005,274,"if(resource){const id=`rock-${x.toFixed(1)}-${z.toFixed(1)}`;world.resources.push({id,type:'stone',x,z,mesh,collected:false,hits:0,hitsNeeded:2});registerInteractable({id,type:'resource',icon:'⛏️',label:'Extrair pedra com picareta',x,z,radius:2.2,priority:135,action:()=>collectResource(id)});} return mesh;"
300,12-world-resources-nature.js,createGoldMine,2022,41,"orePositions.forEach(([ox,oz],index)=>{"
301,12-world-resources-nature.js,createGoldMine,2025,137,"registerInteractable({id,type:'resource',icon:'⛏️',label:'Extrair minério de ouro',x:x+ox,z:z+oz,radius:2.3,priority:145,action:()=>collectResource(id)});"
302,12-world-resources-nature.js,signTexture,2172,26,if(lines.every(line=>ctx.measureText(line).width<=maxWidth)) break;
303,12-world-resources-nature.js,signTexture,2178,38,"lines.slice(0,2).forEach((line,i)=>ctx.fillText(line, c.width/2, startY+i*lineHeight));"
304,13-houses-npcs-vehicles-base.js,decorateHouseCommercial,2204,26,"house.roof.traverse(o=>{if(o.isMesh&&o.geometry?.type==='BoxGeometry')addVoxelOutline(o,0x182238,.24)});"
305,13-houses-npcs-vehicles-base.js,decorateHouseCommercial,2205,27,"house.front.traverse(o=>{if(o.isMesh&&o.geometry?.type==='BoxGeometry')addVoxelOutline(o,0x182238,.25)});"
306,13-houses-npcs-vehicles-base.js,createHouse,2220,81,"[[-2.5,-1.7],[2.25,-1.45],[-.4,1.8],[1.2,.5],[-1.2,-.1]].forEach(([ox,oz],i)=>box(i%2?.72:.88,.16,i%2?.72:.88,spotMat,x+ox,4.42,z+oz,house.roof));"
307,13-houses-npcs-vehicles-base.js,createHouse,2231,155,"world.houses.push(house);registerInteractable({id:`door-${id}`,type:'door',icon:'🚪',label:`Abrir: ${name}`,x,z:z+4.0,radius:2.5,priority:230,action:()=>handleHouseDoor(house)});"
308,13-houses-npcs-vehicles-base.js,addHouseInterior,2281,166,"registerInteractable({id:`exit-${house.id}`,type:'exit',icon:'🚪',label:'Sair da casa',x:house.x,z:house.z+2.65,radius:1.5,priority:240,houseId:house.id,action:()=>exitHouse()});"
309,13-houses-npcs-vehicles-base.js,registerActivity,2285,191,"registerInteractable({id:`${activity}-${house.id}`,type:'activity',activity,icon:activityIcon(activity),label:item.label,x:item.x,z:item.z,radius:1.75,priority,houseId:house.id,action:()=>useActivity(activity,house)});"
310,13-houses-npcs-vehicles-base.js,createNPC,2292,49,"const hash=String(id).split('').reduce((a,c)=>a+c.charCodeAt(0),0),hairColor=hairPalette[hash%hairPalette.length],skin=skinPalette[hash%skinPalette.length];"
311,13-houses-npcs-vehicles-base.js,createNPC,2304,21,"group.traverse(o=>{if(o.isMesh)addVoxelOutline(o,0x172033,.3);});"
312,13-houses-npcs-vehicles-base.js,createNPC,2306,146,"world.npcs.push(npc);registerInteractable({id:`npc-${id}`,type:'npc',icon:'💬',label:`Conversar com ${name}`,radius:2.7,priority:160,getPos:()=>({x:npc.group.position.x,z:npc.group.position.z}),action:()=>talkToNPC(npc)});return npc;"
313,13-houses-npcs-vehicles-base.js,createNPC,2306,207,"world.npcs.push(npc);registerInteractable({id:`npc-${id}`,type:'npc',icon:'💬',label:`Conversar com ${name}`,radius:2.7,priority:160,getPos:()=>({x:npc.group.position.x,z:npc.group.position.z}),action:()=>talkToNPC(npc)});return npc;"
314,13-houses-npcs-vehicles-base.js,createNpcMobility,2320,20,"ride.traverse(o=>{if(o.isMesh)addVoxelOutline(o,0x132238,.22);});const projected=route.map(p=>{const q=nearestRoadProjection({x:p[0],z:p[1]})?.point;return q?{x:q.x,z:q.z}:{x:p[0],z:p[1]};});npc.group.position.set(projected[0].x,0,projected[0].z);npc.baseX=projected[0].x;npc.baseZ=projected[0].z;npc.mobility={id:`mobility-${npc.id}`,type,route:projected,index:1,speed:speed||({car:4.4,moto:4.8,bike:3.2,skate:2.8})[type]||3,currentSpeed:0,radius:type==='car'?1.45:type==='moto'?.9:.7,group:npc.group,ride,wheels};return npc;"
315,13-houses-npcs-vehicles-base.js,createNpcMobility,2320,97,"ride.traverse(o=>{if(o.isMesh)addVoxelOutline(o,0x132238,.22);});const projected=route.map(p=>{const q=nearestRoadProjection({x:p[0],z:p[1]})?.point;return q?{x:q.x,z:q.z}:{x:p[0],z:p[1]};});npc.group.position.set(projected[0].x,0,projected[0].z);npc.baseX=projected[0].x;npc.baseZ=projected[0].z;npc.mobility={id:`mobility-${npc.id}`,type,route:projected,index:1,speed:speed||({car:4.4,moto:4.8,bike:3.2,skate:2.8})[type]||3,currentSpeed:0,radius:type==='car'?1.45:type==='moto'?.9:.7,group:npc.group,ride,wheels};return npc;"
316,13-houses-npcs-vehicles-base.js,createChest,2334,459,"const group=new THREE.Group();group.position.set(x,0,z);worldGroup.add(group);box(1.2,.72,.9,materials.wood,0,.36,0,group);const lid=box(1.25,.22,.95,secret?0xa855f7:0xffd84d,0,.84,0,group);const chest={id,x,z,group,lid,opened:!!state.flags[`chest_${id}`],secret};if(chest.opened)lid.rotation.x=-.6;registerInteractable({id:`chest-${id}`,type:'chest',icon:'🎁',label:secret?'Pegar presente secreto':'Abrir presente/baú',x,z,radius:2,priority:200,action:()=>openChest(chest)});return chest;"
317,13-houses-npcs-vehicles-base.js,vehicleById,2337,62,function vehicleById(id){return (world.vehicles||[]).find(v=>v.id===id)||null;}
318,13-houses-npcs-vehicles-base.js,createToyCar,2354,21,"group.traverse(o=>{if(o.isMesh)addVoxelOutline(o,0x14243a,.28);});"
319,13-houses-npcs-vehicles-base.js,createToyCar,2356,136,"registerInteractable({id:`vehicle-${id}`,type:'vehicle',icon:'🚗',label:`Entrar: ${vehicle.label}`,radius:2.5,priority:155,getPos:()=>({x:vehicle.group.position.x,z:vehicle.group.position.z}),available:()=>!vehicle.occupied&&vehicle.group.visible,action:()=>enterVehicle(vehicle)});return vehicle;"
320,13-houses-npcs-vehicles-base.js,createToyCar,2356,208,"registerInteractable({id:`vehicle-${id}`,type:'vehicle',icon:'🚗',label:`Entrar: ${vehicle.label}`,radius:2.5,priority:155,getPos:()=>({x:vehicle.group.position.x,z:vehicle.group.position.z}),available:()=>!vehicle.occupied&&vehicle.group.visible,action:()=>enterVehicle(vehicle)});return vehicle;"
321,13-houses-npcs-vehicles-base.js,createToyCar,2356,260,"registerInteractable({id:`vehicle-${id}`,type:'vehicle',icon:'🚗',label:`Entrar: ${vehicle.label}`,radius:2.5,priority:155,getPos:()=>({x:vehicle.group.position.x,z:vehicle.group.position.z}),available:()=>!vehicle.occupied&&vehicle.group.visible,action:()=>enterVehicle(vehicle)});return vehicle;"
322,13-houses-npcs-vehicles-base.js,createAthleticsGym,2376,144,"registerInteractable({id:'athletics-gym',type:'race',icon:'🏃',label:'Abrir desafios do ginásio',x:45,z:84,radius:3.2,priority:120,action:()=>openRaceCenter()});"
323,13-houses-npcs-vehicles-base.js,createSizeChallenges,2381,139,"registerInteractable({id:'mini-tunnel',type:'challenge',icon:'◱',label:'Passagem pequena',x:-38,z:44.5,radius:3,priority:110,action:()=>{"
324,13-houses-npcs-vehicles-base.js,createSizeChallenges,2386,134,"registerInteractable({id:'crouch-tunnel',type:'challenge',icon:'▼',label:'Túnel baixo',x:-53,z:26,radius:3,priority:110,action:()=>{"
325,13-houses-npcs-vehicles-base.js,createSizeChallenges,2391,141,"registerInteractable({id:'giant-gate',type:'challenge',icon:'⬡',label:'Abrir portão pesado',x:36,z:-32,radius:3.2,priority:110,action:()=>{"
326,13-houses-npcs-vehicles-base.js,createSkyDome,2408,36,"parts.forEach(([x,y,z,w,h,d])=>{const p=new THREE.Mesh(cloudGeo,cloudMat);p.scale.set(w,h,d);p.position.set(x,y,z);p.frustumCulled=false;cloud.add(p);});"
327,14-world-district-decoration.js,createVoxelMushroom,2424,95,"[[-1.3,.35,.72],[1.1,.5,.62],[0,-1.2,.75],[.5,1.22,.58],[-.35,.1,.48]].forEach(([sx,sz,s])=>box(s*scale,.17*scale,s*scale,spot,sx*scale,4.7*scale,sz*scale,g));"
328,14-world-district-decoration.js,createCoinTrail,2463,126,"const coinMat=mat(0xffd52e,{emissive:0xb26b00,emissiveIntensity:.32,metalness:.18,roughness:.3});points.forEach(([x,z],i)=>{const c=new THREE.Mesh(new THREE.TorusGeometry(.34,.11,7,14),coinMat);c.position.set(x,1.15+Math.sin(i*.7)*.18,z);c.rotation.y=Math.PI/2;worldGroup.add(c);world.landmarks.push(c);});"
329,14-world-district-decoration.js,createCommercialDistrict,2467,274,"[[-108,-92,12,12,10,0xe77a32,0xffd75a],[-88,-105,11,17,9,0x35a8e8,0xffffff],[-64,-108,13,14,9,0x8b5cf6,0xf4d35e],[-35,-109,11,18,9,0x46b96a,0xffffff],[38,-109,12,16,9,0xe84a6f,0xffef98],[68,-107,13,20,10,0x2f7fd8,0xffffff],[99,-93,12,14,10,0xf09c35,0x45d7ff]].forEach(v=>createBackdropBuilding(...v));"
330,14-world-district-decoration.js,createCommercialDistrict,2468,232,"[[-104,92,13,16,10,0x4f9fd7,0xffffff],[-74,107,11,19,9,0xe86a3d,0xffed84],[-36,108,12,14,9,0x65b85d,0xffffff],[35,108,12,18,10,0x8a62d4,0x5ee7ff],[69,106,13,15,9,0xe44a4a,0xffffff],[103,88,11,20,10,0x3b91d1,0xffed84]].forEach(v=>createBackdropBuilding(...v));"
331,14-world-district-decoration.js,createCommercialDistrict,2470,80,"[[-17,-8],[-10,-8],[10,-8],[17,-8],[-17,8],[-10,8],[10,8],[17,8]].forEach(p=>createStreetTree(...p,.72));"
332,14-world-district-decoration.js,createDistrictVisuals,2475,192,"[[-13,34,1.05,0xe64343],[-37,35,.82,0x4b78e8],[14,-34,.95,0xec4c4c],[40,-5,.78,0x8b5cf6],[-70,-20,1.35,0xdf3f3f],[-82,-76,.9,0x5c7ce2],[72,28,1.1,0xe94d4d],[92,22,.82,0x8b5cf6]].forEach(v=>createVoxelMushroom(...v));"
333,15-transit-bus-metro.js,offsetBusPath,2512,36,"return source.map((point,index)=>{"
334,15-transit-bus-metro.js,buildBusRoadPath,2523,65,"let leg=compactBusPath(buildRoutePoints(from,to).map(point=>{const projection=nearestRoadProjection(point);return projection?.point?{x:projection.point.x,z:projection.point.z}:{x:point.x,z:point.z};}));"
335,15-transit-bus-metro.js,restoreBusWaiting,2550,139,"function restoreBusWaiting(){const waiting=state.transport?.busWaiting;if(!waiting?.stopId)return false;const stop=world.busStops.find(s=>s.id===waiting.stopId);if(!stop){state.transport.busWaiting=null;return false;}world.waitingForBus={stopId:waiting.stopId,routeId:waiting.routeId||'',startedAt:Number(waiting.startedAt||Date.now())};return true;}"
336,15-transit-bus-metro.js,busStopRecord,2551,111,function busStopRecord(stopLike){const id=stopLike?.stopId||stopLike?.id||'';return world.busStops.find(stop=>stop.id===id)||null;}
337,15-transit-bus-metro.js,createMetroEntrance,2565,220,"station.group=g;world.metroStations.push(station);registerInteractable({id:`metro-entry-${station.id}`,type:'metro',icon:'Ⓜ️',label:`Entrar: ${station.name}`,x:station.x,z:station.z,radius:3.5,priority:205,action:()=>openMetroStation(station)});return station;"
338,15-transit-bus-metro.js,openMetroStation,2572,49,"const groups=[...new Set(MAP_LOCATIONS.map(x=>x.group))].map(group=>`<section class=""metro-destination-group""><h4>${group}</h4><div>${MAP_LOCATIONS.filter(x=>x.group===group).map(loc=>`<button class=""metro-destination"" data-metro-destination=""${loc.id}""><b>${loc.icon} ${loc.name}</b><span>${Math.round(Math.hypot((loc.navX??loc.x)-station.x,(loc.navZ??loc.z)-station.z))} m</span></button>`).join('')}</div></section>`).join('');"
339,15-transit-bus-metro.js,openMetroStation,2572,71,"const groups=[...new Set(MAP_LOCATIONS.map(x=>x.group))].map(group=>`<section class=""metro-destination-group""><h4>${group}</h4><div>${MAP_LOCATIONS.filter(x=>x.group===group).map(loc=>`<button class=""metro-destination"" data-metro-destination=""${loc.id}""><b>${loc.icon} ${loc.name}</b><span>${Math.round(Math.hypot((loc.navX??loc.x)-station.x,(loc.navZ??loc.z)-station.z))} m</span></button>`).join('')}</div></section>`).join('');"
340,15-transit-bus-metro.js,openMetroStation,2572,161,"const groups=[...new Set(MAP_LOCATIONS.map(x=>x.group))].map(group=>`<section class=""metro-destination-group""><h4>${group}</h4><div>${MAP_LOCATIONS.filter(x=>x.group===group).map(loc=>`<button class=""metro-destination"" data-metro-destination=""${loc.id}""><b>${loc.icon} ${loc.name}</b><span>${Math.round(Math.hypot((loc.navX??loc.x)-station.x,(loc.navZ??loc.z)-station.z))} m</span></button>`).join('')}</div></section>`).join('');"
341,15-transit-bus-metro.js,openMetroStation,2572,187,"const groups=[...new Set(MAP_LOCATIONS.map(x=>x.group))].map(group=>`<section class=""metro-destination-group""><h4>${group}</h4><div>${MAP_LOCATIONS.filter(x=>x.group===group).map(loc=>`<button class=""metro-destination"" data-metro-destination=""${loc.id}""><b>${loc.icon} ${loc.name}</b><span>${Math.round(Math.hypot((loc.navX??loc.x)-station.x,(loc.navZ??loc.z)-station.z))} m</span></button>`).join('')}</div></section>`).join('');"
342,15-transit-bus-metro.js,openMetroStation,2573,200,"openModal(station.name,`<div class=""transit-heading""><b>Ⓜ️ ${station.line}</b><span>Escolha qualquer ponto conhecido do mapa.</span></div><div class=""metro-destination-list"">${groups}</div>`,root=>{$$('[data-metro-destination]',root).forEach(btn=>btn.onclick=()=>{const destination=MAP_LOCATIONS.find(x=>x.id===btn.dataset.metroDestination);if(destination)rideMetroTo(station,destination);});});"
343,15-transit-bus-metro.js,openMetroStation,2573,250,"openModal(station.name,`<div class=""transit-heading""><b>Ⓜ️ ${station.line}</b><span>Escolha qualquer ponto conhecido do mapa.</span></div><div class=""metro-destination-list"">${groups}</div>`,root=>{$$('[data-metro-destination]',root).forEach(btn=>btn.onclick=()=>{const destination=MAP_LOCATIONS.find(x=>x.id===btn.dataset.metroDestination);if(destination)rideMetroTo(station,destination);});});"
344,15-transit-bus-metro.js,openMetroStation,2573,266,"openModal(station.name,`<div class=""transit-heading""><b>Ⓜ️ ${station.line}</b><span>Escolha qualquer ponto conhecido do mapa.</span></div><div class=""metro-destination-list"">${groups}</div>`,root=>{$$('[data-metro-destination]',root).forEach(btn=>btn.onclick=()=>{const destination=MAP_LOCATIONS.find(x=>x.id===btn.dataset.metroDestination);if(destination)rideMetroTo(station,destination);});});"
345,15-transit-bus-metro.js,openMetroStation,2573,307,"openModal(station.name,`<div class=""transit-heading""><b>Ⓜ️ ${station.line}</b><span>Escolha qualquer ponto conhecido do mapa.</span></div><div class=""metro-destination-list"">${groups}</div>`,root=>{$$('[data-metro-destination]',root).forEach(btn=>btn.onclick=()=>{const destination=MAP_LOCATIONS.find(x=>x.id===btn.dataset.metroDestination);if(destination)rideMetroTo(station,destination);});});"
346,15-transit-bus-metro.js,rideMetroTo,2579,217,const overlay=ensureMetroOverlay();overlay.querySelector('[data-metro-trip]').textContent=`${station.name} → ${destination.name}`;overlay.hidden=false;overlay.classList.remove('arriving');requestAnimationFrame(()=>overlay.classList.add('travelling'));
347,15-transit-bus-metro.js,rideMetroTo,2580,56,const token=player.transit.metroUntil;setTimeout(()=>{
348,15-transit-bus-metro.js,rideMetroTo,2586,20,"setTimeout(()=>{overlay.hidden=true;overlay.classList.remove('travelling','arriving');},260);toast(`Metrô: chegada em ${destination.name}.`,'good',2100);"
349,15-transit-bus-metro.js,ensureBusStop,2590,35,let stop=world.busStops.find(s=>s.id===point.stopId);if(stop){if(!stop.routes.includes(route.id))stop.routes.push(route.id);return stop;}
350,15-transit-bus-metro.js,ensureBusStop,2591,812,"stop={id:point.stopId,name:point.stopName,x:point.x,z:point.z,roadX:point.x,roadZ:point.z,routes:[route.id]};world.busStops.push(stop);const g=new THREE.Group();const sideX=Math.abs(point.x)<9?4.8:point.x<0?4.8:-4.8;g.position.set(point.x+sideX,0,point.z);worldGroup.add(g);premiumBox(.18,2.7,.18,0x23364b,0,1.35,0,g);premiumBox(1.5,.92,.16,route.color,0,2.35,0,g);const sign=new THREE.Mesh(new THREE.PlaneGeometry(.72,.72),new THREE.MeshStandardMaterial({map:iconTexture('🚌','#ffffff','#17324d'),transparent:true,side:THREE.DoubleSide}));sign.position.set(0,2.38,.1);g.add(sign);premiumBox(2.8,.18,.82,0xd3dce3,0,.1,0,g);stop.sign=g;stop.x=point.x+sideX;registerInteractable({id:`bus-stop-${stop.id}`,type:'bus-stop',icon:'🚌',label:`Parada: ${stop.name}`,x:stop.x,z:stop.z,radius:3.3,priority:190,action:()=>openBusStop(stop)});return stop;"
351,15-transit-bus-metro.js,busSpawnIndex,2594,248,"if(!runtimePoints.length)return 0;let best=preferredOffset,bestScore=-Infinity;for(let i=0;i<runtimePoints.length;i++){const point=runtimePoints[i],roadOk=pointOnRoad(point.x,point.z,.03),distanceToTraffic=trafficActorList().reduce((min,actor)=>Math.min(min,Math.hypot(actor.group.position.x-point.x,actor.group.position.z-point.z)-(actor.radius||1.5)),999),distanceToBus=(world.buses||[]).reduce((min,bus)=>Math.min(min,Math.hypot(bus.group.position.x-point.x,bus.group.position.z-point.z)-5.5),999),cycle=Math.min(Math.abs(i-preferredOffset),runtimePoints.length-Math.abs(i-preferredOffset)),score=(roadOk?0:-500)+Math.min(distanceToTraffic,distanceToBus)-cycle*.045+(point.stopId?-1.2:0);if(score>bestScore){bestScore=score;best=i;}}return best;"
352,15-transit-bus-metro.js,busSpawnIndex,2594,411,"if(!runtimePoints.length)return 0;let best=preferredOffset,bestScore=-Infinity;for(let i=0;i<runtimePoints.length;i++){const point=runtimePoints[i],roadOk=pointOnRoad(point.x,point.z,.03),distanceToTraffic=trafficActorList().reduce((min,actor)=>Math.min(min,Math.hypot(actor.group.position.x-point.x,actor.group.position.z-point.z)-(actor.radius||1.5)),999),distanceToBus=(world.buses||[]).reduce((min,bus)=>Math.min(min,Math.hypot(bus.group.position.x-point.x,bus.group.position.z-point.z)-5.5),999),cycle=Math.min(Math.abs(i-preferredOffset),runtimePoints.length-Math.abs(i-preferredOffset)),score=(roadOk?0:-500)+Math.min(distanceToTraffic,distanceToBus)-cycle*.045+(point.stopId?-1.2:0);if(score>bestScore){bestScore=score;best=i;}}return best;"
353,15-transit-bus-metro.js,createBusModel,2616,150,"registerInteractable({id:`board-${bus.id}`,type:'bus',icon:'🚌',label:`Embarcar • ${route.number} ${route.name}`,radius:4.6,priority:210,getPos:()=>({x:bus.group.position.x,z:bus.group.position.z}),action:()=>enterBus(bus)});"
354,15-transit-bus-metro.js,createBusModel,2616,211,"registerInteractable({id:`board-${bus.id}`,type:'bus',icon:'🚌',label:`Embarcar • ${route.number} ${route.name}`,radius:4.6,priority:210,getPos:()=>({x:bus.group.position.x,z:bus.group.position.z}),action:()=>enterBus(bus)});"
355,15-transit-bus-metro.js,createTransitWorld,2619,114,"function createTransitWorld(){METRO_STATIONS.forEach(createMetroEntrance);BUS_ROUTES.forEach((route,routeOrder)=>{for(let copy=0;copy<Math.max(1,Number(route.copies||2));copy++)createBusModel(route,copy,routeOrder);});validateBusCoverage();restoreBusWaiting();}"
356,15-transit-bus-metro.js,validateBusCoverage,2622,101,"function validateBusCoverage(){for(const stop of world.busStops){const active=world.buses.some(bus=>stop.routes.includes(bus.route.id));stop.covered=active;if(!active)console.warn('Parada sem ônibus ativo:',stop.id);}}"
357,15-transit-bus-metro.js,busDestinationsAfter,2624,76,"const points=bus?.route?.points||[],start=Math.max(0,points.findIndex(p=>p.stopId===stopId)),names=[];for(let step=1;step<=points.length;step++){const p=points[(start+step)%points.length];if(p?.stopName&&!names.includes(p.stopName))names.push(p.stopName);}return names.slice(0,8);"
358,15-transit-bus-metro.js,openBusArrivalOffer,2630,579,"openModal('Ônibus chegou',`<div class=""bus-arrival-card""><span>🚌</span><section><small>${bus.route.number}</small><h3>${bus.route.name}</h3><p>Embarque em <b>${stop.name}</b>.</p></section></div><div class=""bus-destination-preview""><b>Próximos destinos</b><span>${destinations.join(' → ')||'Terminal da linha'}</span></div><div class=""modal-actions""><button class=""btn primary"" data-arrival-board>Entrar neste ônibus</button><button class=""btn"" data-arrival-wait>Continuar esperando</button><button class=""btn danger"" data-arrival-cancel>Cancelar espera</button></div>`,root=>{"
359,15-transit-bus-metro.js,openBusArrivalOffer,2631,48,"$('[data-arrival-board]',root).onclick=()=>{clearBusWaiting(false);closeModal();enterBus(bus);};"
360,15-transit-bus-metro.js,openBusArrivalOffer,2632,47,"$('[data-arrival-wait]',root).onclick=()=>{setBusWaiting(stop.id,world.waitingForBus?.routeId||'');closeModal();toast(`Você continua esperando na parada ${stop.name}.`,'good',1500);};"
