function,module,description,sourceStartLine,sourceEndLineApprox,callCountApprox,if,else,switch,case,for,while,catch,ternaryApprox,calledByBody
refreshTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1618,1618,3,1,0,0,0,0,0,0,8,ensureTechnicalPanel | qualityTier | runtimeDiagnostics
toggleTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1619,1619,2,1,0,0,0,0,0,0,1,ensureTechnicalPanel | refreshTechnicalPanel
initTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1620,1624,2,2,0,0,0,0,0,0,1,toggleTechnicalPanel
playerScaleValue,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1625,1627,0,0,0,0,0,0,0,0,2,
skillReady,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1628,1628,1,1,0,0,0,0,0,0,0,toast
recordAdvancedSkill,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1629,1634,4,0,0,0,0,1,0,0,0,advanceAdventure | saveState | trackDaily | updateAbilityUI
collectCrystal,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1635,1637,9,1,0,0,0,0,0,0,0,addCoins | addXP | beep | checkActiveJob | evaluateMissions | saveState | toast | trackDaily | vibrate
syncPlayerRootScale,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1638,1647,1,2,0,0,0,0,0,0,1,playerScaleValue
setScaleMode,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1648,1667,21,10,2,0,0,2,0,0,2,beep | damageEnemy | recordAdvancedSkill | saveState | skillReady | spawnDust | toast | trackDaily | updateAbilityUI | vibrate
toggleCrouch,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1668,1677,11,3,0,0,0,0,0,0,2,beep | playerDisplayName | recordAdvancedSkill | saveState | skillReady | toast | updateAbilityUI
spinPlayer,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1678,1684,7,3,0,0,0,2,0,0,1,addXP | beep | collectCrystal | damageEnemy | recordAdvancedSkill | skillReady | toast
updateAbilityUI,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",1685,1691,0,2,0,0,0,2,0,0,11,
canvasTexture,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1692,1728,0,11,9,0,0,24,0,0,8,
professionalTexture,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1729,1734,1,1,1,0,0,0,0,0,6,canvasTexture
initMaterials,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1735,1780,23,0,0,0,0,0,0,0,0,canvasTexture | professionalTexture
mat,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1781,1786,0,0,0,0,0,0,0,0,12,
geometryKey,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1787,1787,0,0,0,0,0,0,0,0,0,
sharedBoxGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1788,1792,1,1,0,0,0,0,0,0,0,geometryKey
sharedCylinderGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1793,1797,1,1,0,0,0,0,0,0,0,geometryKey
renderMat,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1798,1803,1,1,0,0,0,0,0,0,13,mat
tintedBrickMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1804,1806,0,0,0,0,0,0,0,0,0,
texturedRoofMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1807,1809,0,1,0,0,0,0,0,0,0,
addSoftHighlight,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1810,1814,1,0,0,0,0,0,0,0,0,sharedBoxGeometry
box,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1815,1819,2,0,0,0,0,0,0,0,1,mat | sharedBoxGeometry
stabilizeSurface,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1820,1820,0,1,0,0,0,0,0,0,0,
stableBox,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1821,1821,2,0,0,0,0,0,0,0,0,box | stabilizeSurface
cylinder,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1822,1826,2,0,0,0,0,0,0,0,1,mat | sharedCylinderGeometry
addGlow,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1827,1830,0,0,0,0,0,0,0,0,0,
addVoxelOutline,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1831,1835,0,1,0,0,0,0,0,0,2,
premiumBox,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1836,1838,2,0,0,0,0,0,0,0,0,addVoxelOutline | box
premiumCylinder,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1839,1841,2,0,0,0,0,0,0,0,0,addVoxelOutline | cylinder
makeWindow,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1842,1845,5,0,0,0,0,0,0,0,0,mat | premiumBox
makePlanter,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1846,1849,3,0,0,0,0,1,0,0,0,premiumBox
createPlayerModel,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1850,1911,62,3,0,0,0,2,0,0,0,addSoftHighlight | addVoxelOutline | box | mat | multiplayerNameTexture | playerDisplayName | refreshEquippedToolVisual | renderMat | sharedCylinderGeometry
loadFaithfulAthosModel,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1912,1917,0,0,0,0,0,0,0,0,0,
clearAvatarLayer,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1918,1923,0,1,0,0,0,0,0,0,1,
applyAvatarCustomization,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1924,1955,34,18,11,0,0,0,0,0,4,box | clearAvatarLayer | effectiveAvatarUniform | mat
registerCollider,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1956,1956,0,0,0,0,0,0,0,0,0,
registerPlatform,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1957,1957,0,0,0,0,0,0,0,0,0,
registerInteractable,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1958,1958,0,0,0,0,0,0,0,0,0,
worldPos,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",1959,1962,0,1,0,0,0,0,0,0,0,
isInteractionAvailable,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",1963,1969,0,2,0,0,0,0,0,0,0,
ensureFlowerBatch,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",1970,1983,4,2,0,0,0,0,0,0,0,renderMat | sharedBoxGeometry
createTree,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",1984,2002,14,2,0,0,0,0,0,0,4,box | collectResource | registerInteractable | renderMat
createRock,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2003,2006,2,1,0,0,0,0,0,0,0,collectResource | registerInteractable
createGoldFoundry,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2007,2014,13,0,0,0,0,0,0,0,0,premiumBox | registerCollider | registerInteractable | renderMat | signTexture | texturedRoofMaterial
createGoldMine,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2015,2028,13,0,0,0,0,2,0,0,0,collectResource | createLamp | createSignpost | premiumBox | registerInteractable | renderMat
createVillageWell,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2029,2037,10,0,0,0,0,1,0,0,0,createSignpost | premiumBox | premiumCylinder | registerInteractable
drawWaterFromWell,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2038,2042,8,3,0,0,0,0,0,0,0,addXP | advanceAdventure | playToolAnimation | saveState | toast | updateHUD
createFlower,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2043,2052,1,2,0,0,0,0,0,0,0,ensureFlowerBatch
createLamp,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2053,2060,7,0,0,0,0,0,0,0,0,addGlow | box | renderMat
createSignpost,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2061,2066,2,0,0,0,0,0,0,0,0,box | signTexture
createFenceLine,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2067,2070,2,0,0,0,0,1,0,0,0,box
createRoad,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2071,2088,22,1,1,0,0,2,0,0,0,renderMat | stableBox
createWater,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2089,2089,3,0,0,0,0,1,0,0,0,stableBox
createLava,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2090,2091,2,0,0,0,0,0,0,0,0,mat | stableBox
createFurniture,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2092,2153,84,16,0,0,0,15,0,0,0,box | cylinder | premiumBox | premiumCylinder | renderMat | shadeColor
signTexture,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2154,2184,0,3,2,0,0,1,1,0,1,
shadeColor,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2185,2190,0,0,0,0,0,0,0,0,0,
decorateHouseCommercial,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2191,2207,17,3,1,0,0,1,0,0,6,addVoxelOutline | box | makePlanter | premiumBox | shadeColor
createHouse,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2208,2234,42,1,0,0,0,1,0,0,10,box | createFlower | createLamp | decorateHouseCommercial | makeWindow | registerCollider | registerInteractable | renderMat | shadeColor | signTexture | texturedRoofMaterial | tintedBrickMaterial
addHouseInterior,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2235,2282,92,7,6,0,0,11,0,0,1,addGlow | createFurniture | exitHouse | premiumBox | premiumCylinder | registerActivity | registerInteractable
registerActivity,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2283,2286,3,0,0,0,0,0,0,0,0,activityIcon | registerInteractable | useActivity
activityIcon,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2287,2288,0,0,0,0,0,0,0,0,0,
createNPC,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2289,2307,24,4,1,0,0,2,0,0,2,addVoxelOutline | box | iconTexture | registerInteractable | renderMat | shadeColor | talkToNPC
createNpcMobility,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2308,2321,16,5,3,0,0,4,0,0,4,addVoxelOutline | nearestRoadProjection | premiumBox | premiumCylinder
createEnemy,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2322,2328,12,2,2,0,0,0,0,0,1,box
createCrystal,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2329,2332,2,0,0,0,0,0,0,0,3,addGlow | mat
createChest,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2333,2335,4,1,0,0,0,0,0,0,2,box | openChest | registerInteractable
createPlatform,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2336,2336,2,0,0,0,0,0,0,0,0,box | registerPlatform
vehicleById,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2337,2337,0,0,0,0,0,0,0,0,0,
currentVehicleRef,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2338,2338,1,3,0,0,0,0,0,0,1,vehicleById
applyVehicleAppearance,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2339,2342,0,1,0,0,0,0,0,0,15,
persistParkedVehicle,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2343,2345,0,1,0,0,0,0,0,0,0,
createToyCar,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2346,2358,20,2,0,0,0,1,0,0,22,addVoxelOutline | box | cylinder | enterVehicle | registerInteractable | renderMat
createWaypointMarker,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2359,2364,3,0,0,0,0,0,0,0,0,box | mat | updateWaypointMarker
updateWaypointMarker,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2365,2369,0,2,0,0,0,0,0,0,0,
createAthleticsGym,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2370,2377,13,0,0,0,0,1,0,0,0,box | createLamp | openRaceCenter | registerInteractable
createSizeChallenges,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2378,2395,24,3,0,0,0,0,0,0,0,addXP | box | registerInteractable | setFlag | toast
createSkyDome,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2396,2411,2,0,0,0,0,1,0,0,0,renderMat | sharedBoxGeometry
updateClouds,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2412,2417,0,3,0,0,0,1,0,0,0,
createVoxelMushroom,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2418,2426,14,1,0,0,0,0,0,0,0,addVoxelOutline | box | renderMat | shadeColor
iconTexture,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2427,2429,0,0,0,0,0,0,0,0,0,
createChallengeCube,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2430,2430,2,0,0,0,0,0,0,0,0,box | iconTexture
createPortalArch,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2431,2436,6,0,0,0,0,1,0,0,0,addGlow | box | mat
createPlayground,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2437,2440,7,0,0,0,0,1,0,0,0,box
createFountain,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2441,2441,5,0,0,0,0,0,0,0,0,addGlow | cylinder | mat
createAwning,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2442,2442,1,0,0,0,0,1,0,0,1,box
createStreetTree,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2443,2448,5,0,0,0,0,0,0,0,0,makePlanter | premiumBox
createBackdropBuilding,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2449,2457,11,0,0,0,0,2,0,0,2,addVoxelOutline | box | renderMat | shadeColor
createFloatingIsland,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2458,2461,4,0,0,0,0,1,0,0,0,addVoxelOutline | mat | premiumBox
createCoinTrail,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2462,2464,1,0,0,0,0,0,0,0,0,mat
createCommercialDistrict,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2465,2473,7,0,0,0,0,0,0,0,0,createBackdropBuilding | createCoinTrail | createFloatingIsland | createStreetTree
createDistrictVisuals,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2474,2505,10,0,0,0,0,0,0,0,0,createAwning | createChallengeCube | createCommercialDistrict | createFountain | createPlayground | createPortalArch | createVoxelMushroom
compactBusPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2506,2508,0,3,0,0,0,1,0,0,0,
projectedBusPoint,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2509,2509,1,0,0,0,0,0,0,0,2,nearestRoadProjection
offsetBusPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2510,2517,2,2,0,0,0,1,0,0,0,compactBusPath | pointOnRoad
buildBusRoadPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2518,2531,8,4,0,0,0,2,0,0,4,buildRoutePoints | compactBusPath | nearestRoadProjection | offsetBusPath | projectedBusPoint
busRoutePoints,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2532,2532,0,0,0,0,0,0,0,0,5,
busNextStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2533,2533,1,1,0,0,0,1,0,0,1,busRoutePoints
nearestForwardBusSegment,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2534,2538,1,2,0,0,0,1,0,0,1,projectPointToSegment
recoverBusRoute,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2539,2542,3,1,0,0,0,0,0,0,0,busRoutePoints | nearestForwardBusSegment | setBusState
setBusState,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2543,2545,0,1,0,0,0,0,0,0,0,
setBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2546,2548,1,0,0,0,0,0,0,0,0,saveState
clearBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2549,2549,1,1,0,0,0,0,0,0,0,saveState
restoreBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2550,2550,0,2,0,0,0,0,0,0,2,
busStopRecord,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2551,2551,0,0,0,0,0,0,0,0,2,
safeBusExitPoint,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2552,2557,4,1,0,0,0,0,0,0,3,busStopRecord | groundHeightAt | positionBlockedForPlayer | safePointNear
createMetroEntrance,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2558,2566,11,0,0,0,0,2,0,0,0,iconTexture | openMetroStation | premiumBox | registerInteractable
ensureMetroOverlay,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2567,2569,0,1,0,0,0,0,0,0,0,
openMetroStation,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2570,2574,3,2,0,0,0,0,0,0,4,openModal | rideMetroTo | toast
rideMetroTo,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2575,2588,15,9,0,0,0,0,0,0,6,advanceAdventure | auditPlayerMode | canEnterMobility | clearMovementInputs | closeModal | ensureMetroOverlay | rememberSafePlayerPosition | safePointNear | saveState | setFlag | toast | trackDaily | updateContext | updateNavigation
ensureBusStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2589,2592,6,2,0,0,0,0,0,0,2,iconTexture | openBusStop | premiumBox | registerInteractable
createBusModel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2593,2615,36,4,0,0,0,10,0,0,5,buildBusRoadPath | ensureBusStop | enterBus | premiumBox | premiumCylinder | registerInteractable | renderMat | signTexture
createTransitWorld,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2616,2616,3,0,0,0,0,1,0,0,0,createBusModel | restoreBusWaiting | validateBusCoverage
busAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2617,2617,0,0,0,0,0,0,0,0,0,
busEtaSeconds,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2618,2618,2,3,0,0,0,1,0,0,0,busAtStop | busRoutePoints
validateBusCoverage,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2619,2619,0,1,0,0,0,1,0,0,0,
busDestinationsAfter,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2620,2622,0,1,0,0,0,1,0,0,3,
openBusArrivalOffer,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2623,2632,13,2,0,0,0,0,0,0,1,busAtStop | busDestinationsAfter | clearBusWaiting | closeModal | enterBus | openModal | setBusState | setBusWaiting | toast
offerBusAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2633,2639,2,6,1,0,0,0,0,0,0,busAtStop | openBusArrivalOffer
openBusStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2640,2651,19,0,0,0,0,0,0,0,13,busAtStop | busEtaSeconds | clearBusWaiting | closeModal | openBusArrivalOffer | openModal | setBusWaiting | toast
ensureTransitPanel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2652,2654,2,2,0,0,0,0,0,0,0,toast | updateTransitPanel
updateTransitPanel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2655,2657,2,1,0,0,0,0,0,0,2,busNextStop | ensureTransitPanel
enterBus,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2658,2668,15,8,0,0,0,0,0,0,0,auditPlayerMode | busAtStop | canEnterMobility | clearBusWaiting | clearMovementInputs | closeModal | saveState | setBusState | toast | updateTransitPanel
exitBusAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2669,2677,14,7,0,0,0,0,0,0,4,advanceAdventure | auditPlayerMode | busAtStop | busStopRecord | rememberSafePlayerPosition | safeBusExitPoint | saveState | setBusState | setFlag | toast | trackDaily | updateContext | updateTransitPanel
updateTransitWorld,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2678,2722,23,29,10,0,0,2,0,0,5,busRoutePoints | exitBusAtStop | offerBusAtStop | pointOnRoad | recoverBusRoute | setBusState | trafficSpeedFactor | updateTransitPanel
decorateCityServices,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2723,2736,14,1,0,0,0,5,0,0,1,iconTexture | premiumBox | premiumCylinder
createFireIncidentSite,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2737,2740,4,0,0,0,0,2,0,0,4,helpExtinguishFire | registerInteractable | renderMat
createFireTruck,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2741,2746,17,0,0,0,0,3,0,0,0,premiumBox | premiumCylinder | renderMat
createFireServiceWorld,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2747,2747,2,0,0,0,0,0,0,0,0,createFireTruck
activateFireIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2748,2748,2,2,0,0,0,0,0,0,1,saveState | toast
ensureActiveFire,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2749,2749,1,0,0,0,0,0,0,0,1,activateFireIncident
helpExtinguishFire,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2750,2750,5,3,0,0,0,1,0,0,1,extinguishFireIncident | spawnDust | toast
extinguishFireIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2751,2751,6,5,0,0,0,1,0,0,5,addXP | completeActiveJob | saveState | toast | updateNavigation | updateWaypointMarker
serviceVehicleRoute,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2752,2752,1,1,0,0,0,0,0,0,0,buildRoutePoints
moveServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2753,2753,3,4,0,0,0,1,0,0,0,serviceVehicleRoute | snapTrafficToRoad | trafficSpeedFactor
updateFireService,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2754,2759,5,12,1,0,0,2,0,0,1,activateFireIncident | extinguishFireIncident | moveServiceVehicle | spawnDust
createPoliceCar,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2760,2768,18,1,0,0,0,1,0,0,0,addVoxelOutline | iconTexture | premiumBox | premiumCylinder | renderMat
createAmbulance,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2769,2775,15,0,0,0,0,1,0,0,0,premiumBox | premiumCylinder | renderMat
createPoliceSystem,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2776,2780,3,0,0,0,0,0,0,0,0,createAmbulance | createPoliceCar
movePoliceToward,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2781,2783,2,2,0,0,0,1,0,0,0,snapTrafficToRoad | trafficSpeedFactor
updatePolicePatrol,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2784,2786,1,1,0,0,0,0,0,0,0,movePoliceToward
updateSafetyPanel,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2787,2789,0,2,0,0,0,0,0,0,0,
startPoliceAlert,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2790,2794,3,2,0,0,0,0,0,0,0,saveState | toast | updateSafetyPanel
finishSafetyStop,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2795,2798,6,2,0,0,0,0,0,0,2,clearMovementInputs | exitVehicle | groundHeightAt | openSafetyLesson | saveState | updateSafetyPanel
openSafetyLesson,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2799,2808,7,1,0,0,0,0,0,0,8,addReputation | addXP | awardMedal | closeModal | openModal | saveState | toast
updatePoliceSystem,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2809,2830,8,12,3,0,0,2,0,0,4,finishSafetyStop | movePoliceToward | npcSpeech | startPoliceAlert | updatePolicePatrol | updateSafetyPanel
moveIncidentResponder,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2831,2836,3,5,0,0,0,1,0,0,1,buildRoutePoints | snapTrafficToRoad | trafficSpeedFactor
createTrafficIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2837,2844,7,7,0,0,0,3,0,0,8,nearestRoadProjection | premiumBox | premiumCylinder | renderMat | saveState | toast
resolveTrafficIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2845,2847,2,5,0,0,0,4,0,0,0,saveState | toast
